PRECINCT NUMBER,PRECINCT NAME,DISTRICT NUMBER,DISTRICT NAME,DISTRICT TYPE,DISTRICT TYPE ABBR
105,PRECINCT 105,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
105,PRECINCT 105,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
105,PRECINCT 105,30,SMD 03-ANC 7E,SINGLE MEMBER DISTRICT,SMD
105,PRECINCT 105,30,SMD 06-ANC 7E,SINGLE MEMBER DISTRICT,SMD
105,PRECINCT 105,30,SMD 07-ANC 7E,SINGLE MEMBER DISTRICT,SMD
106,PRECINCT 106,20,ANC 7E SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
106,PRECINCT 106,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
106,PRECINCT 106,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
106,PRECINCT 106,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
106,PRECINCT 106,30,SMD 01-ANC 7E,SINGLE MEMBER DISTRICT,SMD
106,PRECINCT 106,30,SMD 02-ANC 7E,SINGLE MEMBER DISTRICT,SMD
106,PRECINCT 106,30,SMD 03-ANC 7E,SINGLE MEMBER DISTRICT,SMD
107,PRECINCT 107,20,ANC 7A SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
107,PRECINCT 107,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
107,PRECINCT 107,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
107,PRECINCT 107,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
107,PRECINCT 107,30,SMD 04-ANC 7A,SINGLE MEMBER DISTRICT,SMD
107,PRECINCT 107,30,SMD 05-ANC 7A,SINGLE MEMBER DISTRICT,SMD
108,PRECINCT 108,20,ANC 7B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
108,PRECINCT 108,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
108,PRECINCT 108,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
108,PRECINCT 108,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
108,PRECINCT 108,30,SMD 04-ANC 7B,SINGLE MEMBER DISTRICT,SMD
108,PRECINCT 108,30,SMD 07-ANC 7B,SINGLE MEMBER DISTRICT,SMD
109,PRECINCT 109,20,ANC 7B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
109,PRECINCT 109,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
109,PRECINCT 109,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
109,PRECINCT 109,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
109,PRECINCT 109,30,SMD 04-ANC 7B,SINGLE MEMBER DISTRICT,SMD
109,PRECINCT 109,30,SMD 07-ANC 7B,SINGLE MEMBER DISTRICT,SMD
110,PRECINCT 110,20,ANC 7B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
110,PRECINCT 110,20,ANC 7E SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
110,PRECINCT 110,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
110,PRECINCT 110,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
110,PRECINCT 110,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
110,PRECINCT 110,30,SMD 02-ANC 7E,SINGLE MEMBER DISTRICT,SMD
110,PRECINCT 110,30,SMD 04-ANC 7B,SINGLE MEMBER DISTRICT,SMD
110,PRECINCT 110,30,SMD 05-ANC 7B,SINGLE MEMBER DISTRICT,SMD
110,PRECINCT 110,30,SMD 06-ANC 7B,SINGLE MEMBER DISTRICT,SMD
110,PRECINCT 110,30,SMD 07-ANC 7B,SINGLE MEMBER DISTRICT,SMD
111,PRECINCT 111,20,ANC 7A SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
111,PRECINCT 111,20,ANC 7B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
111,PRECINCT 111,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
111,PRECINCT 111,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
111,PRECINCT 111,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
111,PRECINCT 111,30,SMD 02-ANC 7B,SINGLE MEMBER DISTRICT,SMD
111,PRECINCT 111,30,SMD 03-ANC 7B,SINGLE MEMBER DISTRICT,SMD
111,PRECINCT 111,30,SMD 07-ANC 7A,SINGLE MEMBER DISTRICT,SMD
112,PRECINCT 112,20,ANC 7B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
112,PRECINCT 112,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
112,PRECINCT 112,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
112,PRECINCT 112,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
112,PRECINCT 112,30,SMD 01-ANC 7B,SINGLE MEMBER DISTRICT,SMD
112,PRECINCT 112,30,SMD 03-ANC 7B,SINGLE MEMBER DISTRICT,SMD
113,PRECINCT 113,20,ANC 7B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
113,PRECINCT 113,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
113,PRECINCT 113,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
113,PRECINCT 113,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
113,PRECINCT 113,30,SMD 02-ANC 7B,SINGLE MEMBER DISTRICT,SMD
113,PRECINCT 113,30,SMD 04-ANC 7B,SINGLE MEMBER DISTRICT,SMD
113,PRECINCT 113,30,SMD 05-ANC 7B,SINGLE MEMBER DISTRICT,SMD
114,PRECINCT 114,20,ANC 8A SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
114,PRECINCT 114,20,ANC 8B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
114,PRECINCT 114,20,ANC 8C SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
114,PRECINCT 114,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
114,PRECINCT 114,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
114,PRECINCT 114,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
114,PRECINCT 114,30,SMD 01-ANC 8B,SINGLE MEMBER DISTRICT,SMD
114,PRECINCT 114,30,SMD 01-ANC 8C,SINGLE MEMBER DISTRICT,SMD
114,PRECINCT 114,30,SMD 03-ANC 8A,SINGLE MEMBER DISTRICT,SMD
114,PRECINCT 114,30,SMD 04-ANC 8A,SINGLE MEMBER DISTRICT,SMD
114,PRECINCT 114,30,SMD 05-ANC 8A,SINGLE MEMBER DISTRICT,SMD
115,PRECINCT 115,20,ANC 8B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
115,PRECINCT 115,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
115,PRECINCT 115,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
115,PRECINCT 115,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
115,PRECINCT 115,30,SMD 02-ANC 8B,SINGLE MEMBER DISTRICT,SMD
115,PRECINCT 115,30,SMD 03-ANC 8B,SINGLE MEMBER DISTRICT,SMD
115,PRECINCT 115,30,SMD 04-ANC 8B,SINGLE MEMBER DISTRICT,SMD
116,PRECINCT 116,20,ANC 8B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
116,PRECINCT 116,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
116,PRECINCT 116,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
116,PRECINCT 116,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
116,PRECINCT 116,30,SMD 05-ANC 8B,SINGLE MEMBER DISTRICT,SMD
116,PRECINCT 116,30,SMD 06-ANC 8B,SINGLE MEMBER DISTRICT,SMD
116,PRECINCT 116,30,SMD 07-ANC 8B,SINGLE MEMBER DISTRICT,SMD
117,PRECINCT 117,20,ANC 8B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
117,PRECINCT 117,20,ANC 8E SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
117,PRECINCT 117,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
117,PRECINCT 117,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
117,PRECINCT 117,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
117,PRECINCT 117,30,SMD 01-ANC 8E,SINGLE MEMBER DISTRICT,SMD
117,PRECINCT 117,30,SMD 02-ANC 8E,SINGLE MEMBER DISTRICT,SMD
117,PRECINCT 117,30,SMD 04-ANC 8B,SINGLE MEMBER DISTRICT,SMD
117,PRECINCT 117,30,SMD 07-ANC 8B,SINGLE MEMBER DISTRICT,SMD
118,PRECINCT 118,20,ANC 8A SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
118,PRECINCT 118,20,ANC 8B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
118,PRECINCT 118,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
118,PRECINCT 118,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
118,PRECINCT 118,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
118,PRECINCT 118,30,SMD 04-ANC 8B,SINGLE MEMBER DISTRICT,SMD
118,PRECINCT 118,30,SMD 05-ANC 8A,SINGLE MEMBER DISTRICT,SMD
118,PRECINCT 118,30,SMD 06-ANC 8A,SINGLE MEMBER DISTRICT,SMD
118,PRECINCT 118,30,SMD 07-ANC 8A,SINGLE MEMBER DISTRICT,SMD
119,PRECINCT 119,20,ANC 8A SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
119,PRECINCT 119,20,ANC 8C SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
119,PRECINCT 119,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
119,PRECINCT 119,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
119,PRECINCT 119,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
119,PRECINCT 119,30,SMD 01-ANC 8C,SINGLE MEMBER DISTRICT,SMD
119,PRECINCT 119,30,SMD 02-ANC 8C,SINGLE MEMBER DISTRICT,SMD
119,PRECINCT 119,30,SMD 03-ANC 8A,SINGLE MEMBER DISTRICT,SMD
119,PRECINCT 119,30,SMD 03-ANC 8C,SINGLE MEMBER DISTRICT,SMD
119,PRECINCT 119,30,SMD 05-ANC 8A,SINGLE MEMBER DISTRICT,SMD
119,PRECINCT 119,30,SMD 06-ANC 8A,SINGLE MEMBER DISTRICT,SMD
119,PRECINCT 119,30,SMD 07-ANC 8A,SINGLE MEMBER DISTRICT,SMD
120,PRECINCT 120,20,ANC 8B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
120,PRECINCT 120,20,ANC 8E SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
120,PRECINCT 120,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
120,PRECINCT 120,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
120,PRECINCT 120,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
120,PRECINCT 120,30,SMD 02-ANC 8E,SINGLE MEMBER DISTRICT,SMD
120,PRECINCT 120,30,SMD 03-ANC 8E,SINGLE MEMBER DISTRICT,SMD
120,PRECINCT 120,30,SMD 04-ANC 8E,SINGLE MEMBER DISTRICT,SMD
120,PRECINCT 120,30,SMD 05-ANC 8E,SINGLE MEMBER DISTRICT,SMD
120,PRECINCT 120,30,SMD 07-ANC 8B,SINGLE MEMBER DISTRICT,SMD
121,PRECINCT 121,20,ANC 8E SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
121,PRECINCT 121,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
121,PRECINCT 121,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
121,PRECINCT 121,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
121,PRECINCT 121,30,SMD 03-ANC 8E,SINGLE MEMBER DISTRICT,SMD
121,PRECINCT 121,30,SMD 04-ANC 8E,SINGLE MEMBER DISTRICT,SMD
121,PRECINCT 121,30,SMD 06-ANC 8E,SINGLE MEMBER DISTRICT,SMD
121,PRECINCT 121,30,SMD 07-ANC 8E,SINGLE MEMBER DISTRICT,SMD
122,PRECINCT 122,20,ANC 8C SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
122,PRECINCT 122,20,ANC 8E SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
122,PRECINCT 122,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
122,PRECINCT 122,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
122,PRECINCT 122,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
122,PRECINCT 122,30,SMD 03-ANC 8C,SINGLE MEMBER DISTRICT,SMD
122,PRECINCT 122,30,SMD 04-ANC 8C,SINGLE MEMBER DISTRICT,SMD
122,PRECINCT 122,30,SMD 05-ANC 8E,SINGLE MEMBER DISTRICT,SMD
122,PRECINCT 122,30,SMD 06-ANC 8E,SINGLE MEMBER DISTRICT,SMD
123,PRECINCT 123,20,ANC 8C SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
123,PRECINCT 123,20,ANC 8D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
123,PRECINCT 123,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
123,PRECINCT 123,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
123,PRECINCT 123,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
123,PRECINCT 123,30,SMD 01-ANC 8C,SINGLE MEMBER DISTRICT,SMD
123,PRECINCT 123,30,SMD 02-ANC 8C,SINGLE MEMBER DISTRICT,SMD
123,PRECINCT 123,30,SMD 03-ANC 8C,SINGLE MEMBER DISTRICT,SMD
123,PRECINCT 123,30,SMD 04-ANC 8C,SINGLE MEMBER DISTRICT,SMD
123,PRECINCT 123,30,SMD 05-ANC 8C,SINGLE MEMBER DISTRICT,SMD
123,PRECINCT 123,30,SMD 06-ANC 8C,SINGLE MEMBER DISTRICT,SMD
123,PRECINCT 123,30,SMD 06-ANC 8D,SINGLE MEMBER DISTRICT,SMD
123,PRECINCT 123,30,SMD 07-ANC 8D,SINGLE MEMBER DISTRICT,SMD
124,PRECINCT 124,20,ANC 8C SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
124,PRECINCT 124,20,ANC 8D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
124,PRECINCT 124,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
124,PRECINCT 124,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
124,PRECINCT 124,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
124,PRECINCT 124,30,SMD 03-ANC 8D,SINGLE MEMBER DISTRICT,SMD
124,PRECINCT 124,30,SMD 04-ANC 8C,SINGLE MEMBER DISTRICT,SMD
124,PRECINCT 124,30,SMD 07-ANC 8C,SINGLE MEMBER DISTRICT,SMD
124,PRECINCT 124,30,SMD 07-ANC 8D,SINGLE MEMBER DISTRICT,SMD
125,PRECINCT 125,20,ANC 8D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
125,PRECINCT 125,20,ANC 8E SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
125,PRECINCT 125,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
125,PRECINCT 125,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
125,PRECINCT 125,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
125,PRECINCT 125,30,SMD 01-ANC 8D,SINGLE MEMBER DISTRICT,SMD
125,PRECINCT 125,30,SMD 02-ANC 8D,SINGLE MEMBER DISTRICT,SMD
125,PRECINCT 125,30,SMD 03-ANC 8D,SINGLE MEMBER DISTRICT,SMD
125,PRECINCT 125,30,SMD 07-ANC 8E,SINGLE MEMBER DISTRICT,SMD
126,PRECINCT 126,20,ANC 8D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
126,PRECINCT 126,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
126,PRECINCT 126,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
126,PRECINCT 126,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
126,PRECINCT 126,30,SMD 04-ANC 8D,SINGLE MEMBER DISTRICT,SMD
126,PRECINCT 126,30,SMD 05-ANC 8D,SINGLE MEMBER DISTRICT,SMD
126,PRECINCT 126,30,SMD 06-ANC 8D,SINGLE MEMBER DISTRICT,SMD
126,PRECINCT 126,30,SMD 07-ANC 8D,SINGLE MEMBER DISTRICT,SMD
127,PRECINCT 127,20,ANC 6D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
127,PRECINCT 127,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
127,PRECINCT 127,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
127,PRECINCT 127,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
127,PRECINCT 127,30,SMD 03-ANC 6D,SINGLE MEMBER DISTRICT,SMD
127,PRECINCT 127,30,SMD 04-ANC 6D,SINGLE MEMBER DISTRICT,SMD
127,PRECINCT 127,30,SMD 05-ANC 6D,SINGLE MEMBER DISTRICT,SMD
127,PRECINCT 127,30,SMD 06-ANC 6D,SINGLE MEMBER DISTRICT,SMD
128,PRECINCT 128,20,ANC 6D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
128,PRECINCT 128,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
128,PRECINCT 128,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
128,PRECINCT 128,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
128,PRECINCT 128,30,SMD 01-ANC 6D,SINGLE MEMBER DISTRICT,SMD
128,PRECINCT 128,30,SMD 02-ANC 6D,SINGLE MEMBER DISTRICT,SMD
128,PRECINCT 128,30,SMD 03-ANC 6D,SINGLE MEMBER DISTRICT,SMD
129,PRECINCT 129,20,ANC 2A SMD 1-6,ADVISORY NEIGHBORHOOD COMM,ANC
129,PRECINCT 129,20,ANC 2C SMD 1-4,ADVISORY NEIGHBORHOOD COMM,ANC
129,PRECINCT 129,20,ANC 2F SMD 1-6,ADVISORY NEIGHBORHOOD COMM,ANC
129,PRECINCT 129,20,ANC 6C SMD 1-9,ADVISORY NEIGHBORHOOD COMM,ANC
129,PRECINCT 129,20,ANC 6D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
129,PRECINCT 129,10,CITY OF WASHINGTON WARD 2,CITY WARD ,WARD
129,PRECINCT 129,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
129,PRECINCT 129,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
129,PRECINCT 129,30,SMD 01-ANC 6D,SINGLE MEMBER DISTRICT,SMD
129,PRECINCT 129,30,SMD 02-ANC 6D,SINGLE MEMBER DISTRICT,SMD
129,PRECINCT 129,30,SMD 03-ANC 2C,SINGLE MEMBER DISTRICT,SMD
129,PRECINCT 129,30,SMD 03-ANC 2F,SINGLE MEMBER DISTRICT,SMD
129,PRECINCT 129,30,SMD 04-ANC 2C,SINGLE MEMBER DISTRICT,SMD
129,PRECINCT 129,30,SMD 05-ANC 2A,SINGLE MEMBER DISTRICT,SMD
129,PRECINCT 129,30,SMD 05-ANC 6D,SINGLE MEMBER DISTRICT,SMD
129,PRECINCT 129,30,SMD 06-ANC 2F,SINGLE MEMBER DISTRICT,SMD
129,PRECINCT 129,30,SMD 09-ANC 6C,SINGLE MEMBER DISTRICT,SMD
130,PRECINCT 130,20,ANC 6B SMD 1-10,ADVISORY NEIGHBORHOOD COMM,ANC
130,PRECINCT 130,20,ANC 6C SMD 1-9,ADVISORY NEIGHBORHOOD COMM,ANC
130,PRECINCT 130,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
130,PRECINCT 130,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
130,PRECINCT 130,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
130,PRECINCT 130,30,SMD 01-ANC 6B,SINGLE MEMBER DISTRICT,SMD
130,PRECINCT 130,30,SMD 01-ANC 6C,SINGLE MEMBER DISTRICT,SMD
130,PRECINCT 130,30,SMD 07-ANC 6C,SINGLE MEMBER DISTRICT,SMD
130,PRECINCT 130,30,SMD 08-ANC 6C,SINGLE MEMBER DISTRICT,SMD
130,PRECINCT 130,30,SMD 09-ANC 6C,SINGLE MEMBER DISTRICT,SMD
131,PRECINCT 131,20,ANC 6B SMD 1-10,ADVISORY NEIGHBORHOOD COMM,ANC
131,PRECINCT 131,20,ANC 6D SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
131,PRECINCT 131,10,CITY OF WASHINGTON WARD 6,CITY WARD ,WARD
131,PRECINCT 131,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
131,PRECINCT 131,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
131,PRECINCT 131,30,SMD 04-ANC 6B,SINGLE MEMBER DISTRICT,SMD
131,PRECINCT 131,30,SMD 07-ANC 6D,SINGLE MEMBER DISTRICT,SMD
132,PRECINCT 132,20,ANC 7A SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
132,PRECINCT 132,10,CITY OF WASHINGTON WARD 7,CITY WARD ,WARD
132,PRECINCT 132,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
132,PRECINCT 132,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
132,PRECINCT 132,30,SMD 03-ANC 7A,SINGLE MEMBER DISTRICT,SMD
132,PRECINCT 132,30,SMD 04-ANC 7A,SINGLE MEMBER DISTRICT,SMD
132,PRECINCT 132,30,SMD 07-ANC 7A,SINGLE MEMBER DISTRICT,SMD
133,PRECINCT 133,20,ANC 8A SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
133,PRECINCT 133,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
133,PRECINCT 133,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
133,PRECINCT 133,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
133,PRECINCT 133,30,SMD 01-ANC 8A,SINGLE MEMBER DISTRICT,SMD
133,PRECINCT 133,30,SMD 02-ANC 8A,SINGLE MEMBER DISTRICT,SMD
134,PRECINCT 134,20,ANC 8B SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
134,PRECINCT 134,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
134,PRECINCT 134,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
134,PRECINCT 134,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
134,PRECINCT 134,30,SMD 01-ANC 8B,SINGLE MEMBER DISTRICT,SMD
134,PRECINCT 134,30,SMD 02-ANC 8B,SINGLE MEMBER DISTRICT,SMD
134,PRECINCT 134,30,SMD 03-ANC 8B,SINGLE MEMBER DISTRICT,SMD
135,PRECINCT 135,20,ANC 5C SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
135,PRECINCT 135,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
135,PRECINCT 135,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
135,PRECINCT 135,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
135,PRECINCT 135,30,SMD 04-ANC 5C,SINGLE MEMBER DISTRICT,SMD
135,PRECINCT 135,30,SMD 07-ANC 5C,SINGLE MEMBER DISTRICT,SMD
136,PRECINCT 136,20,ANC 3C SMD 1-9,ADVISORY NEIGHBORHOOD COMM,ANC
136,PRECINCT 136,10,CITY OF WASHINGTON WARD 1,CITY WARD ,WARD
136,PRECINCT 136,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
136,PRECINCT 136,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
136,PRECINCT 136,30,SMD 01-ANC 3C,SINGLE MEMBER DISTRICT,SMD
137,PRECINCT 137,20,ANC 1B SMD 1-11,ADVISORY NEIGHBORHOOD COMM,ANC
137,PRECINCT 137,10,CITY OF WASHINGTON WARD 1,CITY WARD ,WARD
137,PRECINCT 137,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
137,PRECINCT 137,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
137,PRECINCT 137,30,SMD 01-ANC 1B,SINGLE MEMBER DISTRICT,SMD
137,PRECINCT 137,30,SMD 02-ANC 1B,SINGLE MEMBER DISTRICT,SMD
138,PRECINCT 138,20,ANC 3F SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
138,PRECINCT 138,20,ANC 3G SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
138,PRECINCT 138,10,CITY OF WASHINGTON WARD 3,CITY WARD ,WARD
138,PRECINCT 138,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
138,PRECINCT 138,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
138,PRECINCT 138,30,SMD 03-ANC 3F,SINGLE MEMBER DISTRICT,SMD
138,PRECINCT 138,30,SMD 03-ANC 3G,SINGLE MEMBER DISTRICT,SMD
138,PRECINCT 138,30,SMD 04-ANC 3F,SINGLE MEMBER DISTRICT,SMD
138,PRECINCT 138,30,SMD 05-ANC 3F,SINGLE MEMBER DISTRICT,SMD
139,PRECINCT 139,20,ANC 5A SMD 1-12,ADVISORY NEIGHBORHOOD COMM,ANC
139,PRECINCT 139,10,CITY OF WASHINGTON WARD 5,CITY WARD ,WARD
139,PRECINCT 139,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
139,PRECINCT 139,1,2ND CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
139,PRECINCT 139,30,SMD 12-ANC 5A,SINGLE MEMBER DISTRICT,SMD
140,PRECINCT 140,20,ANC 8A SMD 1-7,ADVISORY NEIGHBORHOOD COMM,ANC
140,PRECINCT 140,10,CITY OF WASHINGTON WARD 8,CITY WARD ,WARD
140,PRECINCT 140,2,DISTRICT OF COLUMBIA,CITYWIDE DISTRICT,CITYWI
140,PRECINCT 140,1,1ST CONGRESSIONAL DIST-DEM,CONGRESSIONAL DISTRICT,COND
